,Unnamed: 0,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth
189,434,Zurn Elkay Water Solutions Corp.,11.0,Low ESG Risk,Building Products,NYS,ZWS,5469696000,5469696000,43.835617,0.956,0.08043,0.33
190,44,"Garrett Motion, Inc.",11.0,Low ESG Risk,Auto Components,NAS,GTX,1694204288,1694204288,3.672986,1.158,,
191,2882,LKQ Corp.,11.0,Low ESG Risk,Retailing,NAS,LKQ,10524975104,10524975104,14.538181,1.283,0.12129,-0.336
192,626,"Open Up Group, Inc.",11.0,Low ESG Risk,Commercial Services,TKS,2154.T,176061218816,176061218816,16.863462,1.431,0.15147,1.069
193,3698,Midwich Group Plc,11.0,Low ESG Risk,Technology Hardware,LON,MIDW.L,314097856,314097856,13.954545,0.66,0.13248,-0.462
194,3639,"HP, Inc.",11.0,Low ESG Risk,Technology Hardware,NYS,HPQ,32929286144,32929286144,11.992983,1.083,,-0.145
195,797,"The AZEK Co., Inc.",11.1,Low ESG Risk,Consumer Durables,NYS,AZEK,5920154112,5920154112,35.964912,1.875,0.11604,0.478
196,3520,Adtran Networks SE,11.1,Low ESG Risk,Technology Hardware,ETR,ADV.DE,1007775168,1007775168,,0.457,-0.06216,
197,2688,"Veris Residential, Inc.",11.1,Low ESG Risk,Real Estate,NYS,VRE,1745794688,1745794688,,1.241,-0.08833,
198,3654,"Insight Enterprises, Inc.",11.1,Low ESG Risk,Technology Hardware,NAS,NSIT,6559602176,6559602176,25.037313,1.457,0.17874001,0.046
199,2782,"CarMax, Inc.",11.1,Low ESG Risk,Retailing,NYS,KMX,12584649728,12584649728,31.619608,1.688,0.06728,-0.326
200,3725,Oxford Instruments Plc,11.2,Low ESG Risk,Technology Hardware,LON,OXIG.L,1265211008,1265211008,25.348835,0.961,0.14288001,-0.255
201,3166,"Cadence Design Systems, Inc.",11.2,Low ESG Risk,Software & Services,NAS,CDNS,69224431616,69224431616,65.49482,1.02,0.29442,0.037
202,1381,"Cardinal Health, Inc.",11.2,Low ESG Risk,Healthcare,NYS,CAH,27505715200,27505715200,32.695652,0.616,,48.135
203,3807,Vontier Corp.,11.2,Low ESG Risk,Technology Hardware,NYS,VNT,4962973184,4962973184,12.419231,1.287,0.46787,-0.274
204,2687,"Ventas, Inc.",11.2,Low ESG Risk,Real Estate,NYS,VTR,26507960320,26507960320,,1.388,-0.014359999,-0.816
205,637,"Quad/Graphics, Inc.",11.3,Low ESG Risk,Commercial Services,NYS,QUAD,223249520,223249520,,1.615,-0.47787,
206,1384,"Cencora, Inc.",11.3,Low ESG Risk,Healthcare,NYS,COR,46361772032,46361772032,25.681868,0.441,1.87717,0.03
207,2574,Regency Centers Corp.,11.3,Low ESG Risk,Real Estate,NAS,REG,13592446976,13592446976,35.788464,1.218,0.06131,0.064
208,619,"Mitsubishi Pencil Co., Ltd.",11.3,Low ESG Risk,Commercial Services,TKS,7976.T,131563134976,131563134976,10.329072,0.243,0.105399996,1.205
209,2113,abrdn Property Income Trust Ltd.,11.3,Low ESG Risk,Real Estate,LON,API.L,215773984,215773984,,,,
210,1473,STAAR Surgical Co.,11.3,Low ESG Risk,Healthcare,NAS,STAA,1478105344,1478105344,91.0606,0.592,0.04356,0.25
211,754,"Johnson Outdoors, Inc.",11.3,Low ESG Risk,Consumer Durables,NAS,JOUT,360963104,360963104,,0.693,-0.016239999,-0.89
212,4363,Pennon Group Plc,11.3,Low ESG Risk,Utilities,LON,PNN.L,1822074752,1822074752,,0.286,-0.0074299998,
213,1230,Siemens Energy AG,11.3,Low ESG Risk,Electrical Equipment,ETR,ENR.DE,20322064384,20322064384,38.969696,2.008,0.07389,
214,3010,"Williams-Sonoma, Inc.",11.3,Low ESG Risk,Retailing,NYS,WSM,16718440448,16718440448,15.905049,1.728,0.55959,0.115
215,814,Wickes Group Plc,11.3,Low ESG Risk,Consumer Durables,LON,WIX.L,390640160,390640160,13.766666,0.778,0.18187,1.785
216,1911,"Agilent Technologies, Inc.",11.4,Low ESG Risk,Pharmaceuticals,NYS,A,39677120512,39677120512,28.649376,1.054,0.24658,1.569
217,2281,Equity Residential,11.4,Low ESG Risk,Real Estate,NYS,EQR,29349079040,29349079040,30.65306,0.91,0.085939996,0.276
218,1594,"Principal Financial Group, Inc.",11.4,Low ESG Risk,Insurance,NAS,PFG,18343768064,18343768064,15.058934,1.192,0.118190005,-0.057
219,2406,Japan Real Estate Investment Corp.,11.4,Low ESG Risk,Real Estate,TKS,8952.T,840910241792,840910241792,23.508913,0.416,0.06751,
220,901,Playtech Plc,11.5,Low ESG Risk,Consumer Services,LON,PTEC.L,1965269760,1965269760,23.035713,1.319,0.059910003,
221,1154,"S&P Global, Inc.",11.5,Low ESG Risk,Diversified Financials,NYS,SPGI,161454800896,161454800896,49.033268,1.177,0.09255,1.019
222,2311,Foxtons Group Plc,11.5,Low ESG Risk,Real Estate,LON,FOXT.L,191210048,191210048,31.5,1.695,0.05692,0.462
223,3632,Hewlett Packard Enterprise Co.,11.5,Low ESG Risk,Technology Hardware,NYS,HPE,22856591360,22856591360,12.48227,1.203,0.086660005,0.086
224,2251,Daiwa Office Investment Corp.,11.5,Low ESG Risk,Real Estate,TKS,8976.T,293172150272,293172150272,23.61689,0.439,0.05011,
225,599,"JAC Recruitment Co., Ltd.",11.5,Low ESG Risk,Commercial Services,TKS,2124.T,126505861120,126505861120,21.614227,1.27,0.37445,-0.109
226,530,Altech Corp.,11.5,Low ESG Risk,Commercial Services,TKS,4641.T,53649371136,53649371136,15.395585,0.549,0.20681,0.32
227,758,"La-Z-Boy, Inc.",11.6,Low ESG Risk,Consumer Durables,NYS,LZB,1604073088,1604073088,13.647687,1.289,0.12512,-0.032
228,551,CEWE Stiftung & Co. KGaA,11.6,Low ESG Risk,Commercial Services,ETR,CWC.DE,696907008,696907008,11.245791,1.049,0.17576,
229,531,Amadeus FiRe AG,11.6,Low ESG Risk,Commercial Services,ETR,AAD.DE,489437600,489437600,13.387815,1.664,0.26590002,
230,3756,Seagate Technology Holdings Plc,11.6,Low ESG Risk,Technology Hardware,NAS,STX,21331056640,21331056640,64.13924,1.058,,
231,2287,"Essex Property Trust, Inc.",11.6,Low ESG Risk,Real Estate,NYS,ESS,19946332160,19946332160,37.1349,0.895,0.095369995,-0.066
232,3032,"Applied Materials, Inc.",11.6,Low ESG Risk,Semiconductors,NAS,AMAT,146372919296,146372919296,19.94944,1.541,0.4391,0.108
233,2135,American Homes 4 Rent,11.6,Low ESG Risk,Real Estate,NYS,AMH,16376559616,16376559616,40.402058,0.765,0.05447,-0.074
234,2756,Auto1 Group SE,11.6,Low ESG Risk,Retailing,ETR,AG1.DE,1941849472,1941849472,,2.006,-0.124180004,
235,63,Lear Corp.,11.6,Low ESG Risk,Auto Components,NYS,LEA,6197800448,6197800448,11.782887,1.455,0.12321,0.063
236,3565,"Citizen Watch Co., Ltd.",11.6,Low ESG Risk,Technology Hardware,TKS,7762.T,223827787776,223827787776,8.872763,0.216,0.100209996,0.393
237,1369,"Anika Therapeutics, Inc.",11.7,Low ESG Risk,Healthcare,NAS,ANIK,359115904,359115904,,0.836,-0.30629998,
238,3727,Park Aerospace Corp.,11.7,Low ESG Risk,Technology Hardware,NYS,PKE,267344880,267344880,39.999996,0.406,0.05847,-0.455
239,2361,"Highwoods Properties, Inc.",11.7,Low ESG Risk,Real Estate,NYS,HIW,3420050944,3420050944,22.425533,1.283,0.06171,0.479
240,2470,"Mid-America Apartment Communities, Inc.",11.7,Low ESG Risk,Real Estate,NYS,MAA,19231191040,19231191040,36.43182,0.873,0.08469,-0.307
241,2572,Redfin Corporation,11.7,Low ESG Risk,Real Estate,NAS,RDFN,1270102912,1270102912,,2.66,-7.44568,
242,1812,ProSiebenSat.1 Media SE,11.7,Low ESG Risk,Media,ETR,PSM.DE,1202643456,1202643456,,1.543,-0.01909,
243,573,"Fullcast Holdings Co., Ltd.",11.7,Low ESG Risk,Commercial Services,TKS,4848.T,54510497792,54510497792,8.861919,0.977,0.23205,-0.175
244,52,HELLA GmbH & Co. KGaA,11.7,Low ESG Risk,Auto Components,ETR,HLE.DE,9777768448,9777768448,29.729729,1.092,,0.78
245,21,Bridgestone Corp.,11.7,Low ESG Risk,Auto Components,TKS,5108.T,3725953335296,3725953335296,10.881347,0.404,0.09681,0.22
246,3745,Richardson Electronics Ltd.,11.7,Low ESG Risk,Technology Hardware,NAS,RELL,166013920,166013920,inf,0.947,0.00037999998,
247,3580,"Daiwabo Holdings Co., Ltd.",11.7,Low ESG Risk,Technology Hardware,TKS,3107.T,251726643200,251726643200,64.92041,0.547,0.02763,-0.102
248,2564,Public Storage,11.7,Low ESG Risk,Real Estate,NYS,PSA,61518827520,61518827520,32.911983,0.67,0.20954001,-0.113
249,4303,Atlantica Sustainable Infrastructure Plc,11.8,Low ESG Risk,Utilities,NAS,AY,2538074112,2538074112,72.83333,1.0,0.01743,-0.385
250,1371,AS ONE Corp.,11.8,Low ESG Risk,Healthcare,TKS,7476.T,202031955968,202031955968,27.248209,,0.12168,0.121
251,2919,"O'Reilly Automotive, Inc.",11.8,Low ESG Risk,Retailing,NAS,ORLY,65199566848,65199566848,28.291468,0.924,,0.032
252,2889,"Lowe's Companies, Inc.",11.8,Low ESG Risk,Retailing,NYS,LOW,138833854464,138833854464,20.192244,1.09,,-0.086
253,1546,Allianz SE,11.9,Low ESG Risk,Insurance,ETR,ALV.DE,111056928768,111056928768,12.334784,1.075,0.16454001,0.105
254,535,"Barrett Business Services, Inc.",11.9,Low ESG Risk,Commercial Services,NAS,BBSI,915865024,915865024,19.147541,1.381,0.26181,0.509
255,1752,"Dolby Laboratories, Inc.",11.9,Low ESG Risk,Media,NYS,DLB,6589472768,6589472768,31.701834,0.969,0.08917,1.353
256,2517,"Opendoor Technologies, Inc.",11.9,Low ESG Risk,Real Estate,NAS,OPEN,1384919808,1384919808,,2.688,-0.41222,
257,3743,Renishaw Plc,11.9,Low ESG Risk,Technology Hardware,LON,RSW.L,2410654720,2410654720,24.738806,0.633,0.11305001,-0.295
258,976,DS Smith Plc,11.9,Low ESG Risk,Containers & Packaging,LON,SMDS.L,6308812800,6308812800,16.357143,0.872,0.095819995,
259,3769,SIIX Corp.,11.9,Low ESG Risk,Technology Hardware,TKS,7613.T,49914552320,49914552320,8.143823,0.973,0.06493,-0.547
260,2450,LondonMetric Property Plc,11.9,Low ESG Risk,Real Estate,LON,LMP.L,4124111616,4124111616,18.381819,0.896,0.0402,
261,2238,CPI Property Group SA,12.0,Low ESG Risk,Real Estate,ETR,O5G.DE,6799253504,6799253504,,-0.031,-0.0936,
262,2242,"Crown Castle, Inc.",12.0,Low ESG Risk,Real Estate,NYS,CCI,51079008256,51079008256,43.054947,0.861,0.18743,-0.45
263,2255,Derwent London Plc,12.0,Low ESG Risk,Real Estate,LON,DLN.L,2681509120,2681509120,,1.035,-0.098979995,
264,18,"Autoliv, Inc.",12.0,Low ESG Risk,Auto Components,NYS,ALV,7784557056,7784557056,12.995989,1.608,0.25755,1.796
265,3688,"Lumentum Holdings, Inc.",12.0,Low ESG Risk,Technology Hardware,NAS,LITE,3481600000,3481600000,,0.887,-0.47252998,
266,1899,Mondi Plc,12.0,Low ESG Risk,Paper & Forestry,LON,MNDI.L,6330576896,6330576896,19.405405,0.676,0.074149996,-0.357
267,2947,Ryoden Corp.,12.0,Low ESG Risk,Retailing,TKS,8084.T,54658248704,54658248704,9.960159,0.493,0.06554,-0.209
268,966,Ardagh Metal Packaging SA,12.0,Low ESG Risk,Containers & Packaging,NYS,AMBP,2139658624,2139658624,,0.607,-0.38431,
269,2171,"Boston Properties, Inc.",12.0,Low ESG Risk,Real Estate,NYS,BXP,13156301824,13156301824,70.094345,1.199,0.031770002,-0.232
270,3225,"ExlService Holdings, Inc.",12.0,Low ESG Risk,Software & Services,NAS,EXLS,5818649600,5818649600,33.379627,1.005,0.21193,-0.034
271,770,Mizuno Corp.,12.0,Low ESG Risk,Consumer Durables,TKS,8022.T,232691548160,232691548160,15.751847,0.478,0.10746,0.099
272,2842,Halfords Group Plc,12.0,Low ESG Risk,Retailing,LON,HFD.L,318903424,318903424,11.23077,1.616,0.05222,
273,2174,Brandywine Realty Trust,12.0,Low ESG Risk,Real Estate,NYS,BDN,869413824,869413824,,1.309,-0.11592,
274,2780,"Canon Marketing Japan, Inc.",12.1,Low ESG Risk,Retailing,TKS,8060.T,619875205120,619875205120,16.317892,0.226,0.08843,0.294
275,1515,Meritage Homes Corp.,12.1,Low ESG Risk,Homebuilders,NYS,MTH,6893812736,6893812736,8.345207,1.807,0.18359,0.257
276,1399,"Dentsply Sirona, Inc.",12.1,Low ESG Risk,Healthcare,NAS,XRAY,5140827136,5140827136,,1.009,-0.0535,
277,2826,"Foot Locker, Inc.",12.1,Low ESG Risk,Retailing,NYS,FL,2381210368,2381210368,,1.425,-0.11882,
278,1415,Haemonetics Corp.,12.1,Low ESG Risk,Healthcare,NYS,HAE,3722154240,3722154240,32.61435,0.301,0.12982,-0.075
279,2176,"Brixmor Property Group, Inc.",12.1,Low ESG Risk,Real Estate,NYS,BRX,8253839360,8253839360,28.237112,1.548,0.1031,0.232
280,3709,NEC Corp.,12.1,Low ESG Risk,Technology Hardware,TKS,6701.T,3342921891840,3342921891840,21.73913,0.34,0.08122,
281,1961,"Mettler-Toledo International, Inc.",12.1,Low ESG Risk,Pharmaceuticals,NYS,MTD,29383712768,29383712768,38.158447,1.139,,0.07
282,3704,"Motorola Solutions, Inc.",12.2,Low ESG Risk,Technology Hardware,NYS,MSI,73221505024,73221505024,51.38993,0.977,2.51541,0.209
283,1409,Fresenius Medical Care AG,12.2,Low ESG Risk,Healthcare,ETR,FME.DE,10545262592,10545262592,19.856354,0.857,0.050630003,0.333
284,2260,"Digital Realty Trust, Inc.",12.2,Low ESG Risk,Real Estate,NYS,DLR,49860444160,49860444160,42.91379,0.619,0.05388,-0.411
285,2597,Safestore Holdings Plc,12.2,Low ESG Risk,Real Estate,LON,SAFE.L,1955485440,1955485440,7.3966937,0.861,0.13585,0.674
286,3062,Lam Research Corp.,12.2,Low ESG Risk,Semiconductors,NAS,LRCX,95369248768,95369248768,25.347256,1.483,0.45706,0.303
287,979,"Fuji Seal International, Inc.",12.2,Low ESG Risk,Containers & Packaging,TKS,7864.T,121802072064,121802072064,10.659826,0.442,0.08816,0.51
288,1760,Fox Corp.,12.2,Low ESG Risk,Media,NAS,FOXA,17748221952,17748221952,12.798722,0.77,0.14313,-0.08
289,759,"Leggett & Platt, Inc.",12.3,Low ESG Risk,Consumer Durables,NYS,LEG,1573767168,1573767168,,1.09,-0.69751,
290,2354,Helical Plc,12.3,Low ESG Risk,Real Estate,LON,HLCL.L,283478592,283478592,,0.724,-0.37596,
291,3608,"FARO Technologies, Inc.",12.3,Low ESG Risk,Technology Hardware,NAS,FARO,318379488,318379488,,1.248,-0.05668,
292,2441,LaSalle LOGIPORT REIT,12.3,Low ESG Risk,Real Estate,TKS,3466.T,266750394368,266750394368,22.416386,0.355,0.053400002,0.245
293,1847,Ströer SE & Co. KGaA,12.3,Low ESG Risk,Media,ETR,SAX.DE,3136264704,3136264704,29.020617,1.244,0.2903,0.686
294,1785,Kadokawa Corp.,12.3,Low ESG Risk,Media,TKS,9468.T,409442877440,409442877440,37.481537,0.667,0.05968,-0.076
295,2998,"USS Co., Ltd.",12.3,Low ESG Risk,Retailing,TKS,4732.T,662195601408,662195601408,19.492363,0.565,0.18165001,0.157
296,1652,Knorr-Bremse AG,12.3,Low ESG Risk,Machinery,ETR,KBX.DE,12049699840,12049699840,20.040215,0.965,0.22363001,0.199
297,3665,Judges Scientific Plc,12.3,Low ESG Risk,Technology Hardware,LON,JDG.L,703980992,703980992,73.61111,0.829,0.14442,0.049
298,2398,"Iron Mountain, Inc.",12.4,Low ESG Risk,Real Estate,NYS,IRM,32381360128,32381360128,141.52565,1.026,0.81127,308.278
299,3933,HUGO BOSS AG,12.4,Low ESG Risk,Textiles & Apparel,ETR,BOSS.DE,2345170432,2345170432,9.085562,1.34,0.18892,-0.507
300,594,"Insperity, Inc.",12.4,Low ESG Risk,Commercial Services,NYS,NSP,3254212608,3254212608,20.397648,1.131,1.1843699,0.5
301,1643,GEA Group AG,12.4,Low ESG Risk,Machinery,ETR,G1A.DE,7064195584,7064195584,17.656904,1.002,0.17867,0.033
302,1521,Redrow Plc,12.4,Low ESG Risk,Homebuilders,LON,RDW.L,2576698368,2576698368,12.171875,1.721,0.10556,-0.589
303,4369,ReNew Energy Global Plc,12.4,Low ESG Risk,Utilities,NAS,RNW,2168533504,2168533504,199.33334,0.923,0.01296,-0.97
304,2301,Federal Realty Investment Trust,12.4,Low ESG Risk,Real Estate,NYS,FRT,9873086464,9873086464,34.346043,1.256,0.093310006,0.843
305,800,Topgolf Callaway Brands Corp.,12.5,Low ESG Risk,Consumer Durables,NYS,MODG,1889515264,1889515264,93.454544,1.745,0.0053899996,-0.459
306,2930,Pinewood Technologies Group Plc,12.5,Low ESG Risk,Retailing,LON,PINE.L,303597888,303597888,5.6209674,0.558,,0.011
307,2618,"Simon Property Group, Inc.",12.5,Low ESG Risk,Real Estate,NYS,SPG,60705452032,60705452032,20.60178,1.769,0.8296,0.016
308,764,Marine Products Corp.,12.5,Low ESG Risk,Consumer Durables,NYS,MPX,312459296,312459296,12.162162,1.202,0.19056,-0.663
309,3234,Fujitsu Ltd.,12.5,Low ESG Risk,Software & Services,TKS,6702.T,5179412316160,5179412316160,19.8017,0.855,0.14973,2.969
310,2249,"Daiwa House Industry Co., Ltd.",12.5,Low ESG Risk,Real Estate,TKS,1925.T,2911767887872,2911767887872,8.944544,0.548,0.13307,0.567
311,3545,Basler AG,12.5,Low ESG Risk,Technology Hardware,ETR,BSL.DE,275112640,275112640,,1.949,-0.10817,0.009
312,2391,InvenTrust Properties Corp.,12.6,Low ESG Risk,Real Estate,NYS,IVT,1987643520,1987643520,325.1111,-5.964,0.00415,-0.333
313,387,TBC Bank Group Plc,12.6,Low ESG Risk,Banks,LON,TBCG.L,1579111936,1579111936,4.635332,1.074,0.25877002,0.125
314,2851,HORNBACH Holding AG & Co. KGaA,12.6,Low ESG Risk,Retailing,ETR,HBH.DE,1263273216,1263273216,8.195021,1.358,0.080340005,0.436
315,2925,"Penske Automotive Group, Inc.",12.6,Low ESG Risk,Retailing,NYS,PAG,10469009408,10469009408,11.537159,1.16,0.19487,-0.182
316,2864,JD Sports Fashion Plc,12.6,Low ESG Risk,Retailing,LON,JD.L,7041295872,7041295872,13.585,1.655,0.22002001,81.226
317,3550,"Brother Industries, Ltd.",12.6,Low ESG Risk,Technology Hardware,TKS,6448.T,709986811904,709986811904,22.221777,,,0.017
318,2136,American Tower Corp.,12.6,Low ESG Risk,Real Estate,NYS,AMT,111413067776,111413067776,44.668537,0.83,0.21584,0.882
319,738,"Escalade, Inc.",12.6,Low ESG Risk,Consumer Durables,NAS,ESCA,192061840,192061840,16.47619,1.243,0.07249,-0.231
320,1497,Berkeley Group Holdings Plc,12.6,Low ESG Risk,Homebuilders,LON,BKG.L,5049970688,5049970688,12.85974,1.224,0.11537,-0.225
321,878,International Game Technology PLC,12.6,Low ESG Risk,Consumer Services,NYS,IGT,4354077184,4354077184,20.740385,1.969,0.16097,-0.13
322,2746,"America's Car-Mart, Inc.",12.7,Low ESG Risk,Retailing,NAS,CRMT,322780512,322780512,,1.681,-0.07486,
323,1920,Bicycle Therapeutics Plc,12.7,Low ESG Risk,Pharmaceuticals,NAS,BCYC,1818668800,1818668800,,0.885,-0.30235,
324,796,"Tempur Sealy International, Inc.",12.7,Low ESG Risk,Consumer Durables,NYS,TPX,8474070528,8474070528,23.349283,1.595,1.31961,0.154
325,3559,"Chiyoda Integre Co., Ltd.",12.7,Low ESG Risk,Technology Hardware,TKS,6915.T,36387856384,36387856384,13.089005,0.43,0.07301,0.263
326,1992,"Thermo Fisher Scientific, Inc.",12.7,Low ESG Risk,Pharmaceuticals,NYS,TMO,236997951488,236997951488,38.4399,0.778,0.13527,0.151
327,2855,"Inaba Denkisangyo Co., Ltd.",12.7,Low ESG Risk,Retailing,TKS,9934.T,213742911488,213742911488,13.262322,0.306,0.102790006,0.17
328,1997,Waters Corp.,12.8,Low ESG Risk,Pharmaceuticals,NYS,WAT,19714086912,19714086912,33.21,0.955,0.5457,-0.059
329,2759,"AutoNation, Inc.",12.8,Low ESG Risk,Retailing,NYS,AN,6502627328,6502627328,8.921067,1.199,0.36501,-0.468
330,46,"Gentherm, Inc.",12.8,Low ESG Risk,Auto Components,NAS,THRM,1437898880,1437898880,21.956938,1.431,0.10313,
331,2929,Pets At Home Group Plc,12.8,Low ESG Risk,Retailing,LON,PETS.L,1391935616,1391935616,18.9875,0.694,0.07867,-0.032
332,2833,Genuine Parts Co.,12.8,Low ESG Risk,Retailing,NYS,GPC,19032231936,19032231936,15.811342,0.913,0.28061,-0.135
333,648,Robert Walters Plc,12.8,Low ESG Risk,Commercial Services,LON,RWA.L,238780400,238780400,41.25,1.218,0.03638,
334,2904,"Monro, Inc.",12.8,Low ESG Risk,Retailing,NAS,MNRO,741140736,741140736,22.72477,1.107,0.05128,-0.331
335,2504,"Nomura Real Estate Master Fund, Inc.",12.8,Low ESG Risk,Real Estate,TKS,3462.T,711995228160,711995228160,23.94841,0.442,0.04992,0.241
336,3428,"Udemy, Inc.",12.8,Low ESG Risk,Software & Services,NAS,UDMY,1154780160,1154780160,,1.988,-0.29782,
337,2980,"The Home Depot, Inc.",12.8,Low ESG Risk,Retailing,NYS,HD,363068456960,363068456960,24.581036,1.003,5.13362,-0.011
338,2269,"EastGroup Properties, Inc.",12.8,Low ESG Risk,Real Estate,NYS,EGP,9047736320,9047736320,38.681248,1.007,0.09089,0.175
339,772,"Newell Brands, Inc.",12.8,Low ESG Risk,Consumer Durables,NAS,NWL,2953600000,2953600000,,0.9,-0.08382,1.71
340,3773,Spirent Communications Plc,12.8,Low ESG Risk,Technology Hardware,LON,SPT.L,993868416,993868416,86.9,0.569,0.035639998,
341,3705,Murata Manufacturing Co. Ltd.,12.8,Low ESG Risk,Technology Hardware,TKS,6981.T,5300647624704,5300647624704,26.667624,0.789,0.07856,0.331
342,3564,"Cisco Systems, Inc.",12.9,Low ESG Risk,Technology Hardware,NAS,CSCO,194348548096,194348548096,19.17323,0.819,0.22982,-0.439
343,2346,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",12.9,Low ESG Risk,Real Estate,NYS,HASI,3810137088,3810137088,14.373333,1.968,0.12236,0.687
344,650,RWS Holdings Plc,12.9,Low ESG Risk,Commercial Services,LON,RWS.L,604646656,604646656,,0.759,-0.038039997,-0.45
345,3527,Amano Corp.,12.9,Low ESG Risk,Technology Hardware,TKS,6436.T,300534038528,300534038528,22.778534,0.389,0.110290006,0.044
346,1704,Ascential Plc,12.9,Low ESG Risk,Media,LON,ASCL.L,1152418432,1152418432,47.416668,1.219,0.08849,
347,3340,"Okta, Inc.",12.9,Low ESG Risk,Software & Services,NAS,OKTA,12106063872,12106063872,,1.019,-0.0231,
348,3957,"Movado Group, Inc.",12.9,Low ESG Risk,Textiles & Apparel,NYS,MOV,413988384,413988384,11.71698,1.024,0.07324,-0.556
349,2674,"UDR, Inc.",12.9,Low ESG Risk,Real Estate,NYS,UDR,16727232512,16727232512,108.585365,0.841,0.030350002,-0.923
350,2537,PennyMac Mortgage Investment Trust,12.9,Low ESG Risk,Real Estate,NYS,PMT,1196076032,1196076032,8.883871,1.472,0.0968,0.063
351,1742,"Cumulus Media, Inc.",12.9,Low ESG Risk,Media,NAS,CMLS,25404300,25404300,,1.452,-0.4388,
352,3384,Scout24 SE,12.9,Low ESG Risk,Software & Services,ETR,G24.DE,5386747392,5386747392,31.319149,0.529,0.12564999,-0.204
353,3666,"Juniper Networks, Inc.",12.9,Low ESG Risk,Technology Hardware,NYS,JNPR,12620109824,12620109824,54.0,0.921,0.05277,0.429
354,3373,Radware Ltd.,12.9,Low ESG Risk,Software & Services,NAS,RDWR,855016192,855016192,,0.975,-0.03598,
355,2403,"Japan Logistics Fund, Inc.",12.9,Low ESG Risk,Real Estate,TKS,8967.T,244774092800,244774092800,25.397377,0.368,0.06768,-0.005
356,3780,"Tachibana Eletech Co., Ltd.",12.9,Low ESG Risk,Technology Hardware,TKS,8159.T,62439038976,62439038976,8.388725,0.503,0.08495,-0.379
357,2367,"Host Hotels & Resorts, Inc.",12.9,Low ESG Risk,Real Estate,NAS,HST,23975061504,23975061504,15.820756,1.341,0.10767999,0.17
358,2160,Assura Plc,12.9,Low ESG Risk,Real Estate,LON,AGR.L,1312606720,1312606720,,0.365,-0.018819999,
359,2373,"Hulic Reit, Inc.",12.9,Low ESG Risk,Real Estate,TKS,3295.T,200160002048,200160002048,19.586403,0.542,0.051030003,
360,2677,United Urban Investment Corp.,13.0,Low ESG Risk,Real Estate,TKS,8960.T,422337806336,422337806336,19.607843,0.492,,0.125
